,playerid,Name,Position(s),Team,Salary,dollar_value,Surplus,Values,Adjusted,Overall_Value,R,HR,RBI,SB,ex_AVE,K,W,SV,ex_WHIP,ex_ERA,Group,Tier,Stuff+,brl_percent,brl_percentile,whiff_percent
0,18401,Ronald Acuña Jr.,OF,Dirtbags 2022,56.0,68.0,12.0,36.659230480036555,29.422506427282478,80.0,132.209,38.31042,101.82678000000001,54.34142000000001,25.757824999999997,0.0,0.0,0.0,0.0,0.0,10,1,0.0,14.9,91.0,84.0
1,23697,Julio Rodriguez,OF,Steal Your Base,34.0,40.0,6.0,24.491659296418085,17.254935243664008,46.0,101.06778,32.46246,96.08068,32.68372,7.927145599999989,0.0,0.0,0.0,0.0,0.0,6,2,0.0,11.9,77.0,32.0
2,25878,Corbin Carroll,OF,Steal Your Base,21.0,39.0,18.0,23.72604775838556,16.489323705631485,57.0,102.59279999999998,23.46012,82.76288,41.50864,4.592895599999991,0.0,0.0,0.0,0.0,0.0,6,2,0.0,7.1,37.0,71.0
3,27498,Spencer Strider,SP,🤡 Clown Team Brohtani 🎌,23.0,39.0,16.0,25.714041580971546,21.144109883991028,55.0,0.0,0.0,0.0,0.0,0.0,250.5194,14.907580000000001,0.0,25.494411999999993,9.761756666666667,6,2,125.0,0.0,0.0,0.0
4,25764,Bobby Witt Jr.,SS,Bearded Villains,32.0,38.0,6.0,24.943462085104603,16.353289861769618,44.0,99.6392,28.09592,91.44127999999999,40.623540000000006,5.946672800000016,0.0,0.0,0.0,0.0,0.0,6,2,0.0,11.5,77.0,64.0
5,19709,Fernando Tatis Jr.,OF,🤡 Clown Team Brohtani 🎌,51.0,37.0,-14.0,22.848196053040866,15.61147200028679,23.0,100.10972,35.21234,98.90364,27.41712,3.516754599999956,0.0,0.0,0.0,0.0,0.0,6,2,0.0,10.5,68.0,20.0
6,14710,Edwin Diaz,RP,Dirtbags 2022,15.0,37.0,22.0,25.64578529741951,19.983804065339086,59.0,0.0,0.0,0.0,0.0,0.0,93.64918,3.4448480000000004,33.56644,11.1511968,6.467726666666667,6,2,0.0,0.0,0.0,0.0
7,21032,Emmanuel Clase,RP,🤡 Clown Team Brohtani 🎌,15.0,35.0,20.0,24.078421695952443,18.416440463872018,55.0,0.0,0.0,0.0,0.0,0.0,67.06028,4.381458,33.19556,7.220161599999997,5.83103,6,2,154.0,0.0,0.0,0.0
8,19755,Shohei Ohtani Combined,Util/SP,Clown Team Bro,23.5,35.0,11.5,22.10222241573464,14.865498362980565,46.5,103.81379999999999,38.72484,109.08081999999999,18.82136,3.672743999999966,0.0,0.0,0.0,0.0,0.0,6,2,121.0,19.0,100.0,12.0
9,18345,Kyle Tucker,OF,Black Sox,38.0,35.0,-3.0,22.262281887557812,15.025557834803736,32.0,95.06112,30.865,102.8662,24.71962,7.9811717999999985,0.0,0.0,0.0,0.0,0.0,6,2,0.0,10.6,69.0,86.0
10,13510,José Ramírez,3B,Bearded Villains,44.0,33.0,-11.0,20.710356600315574,14.009787216810594,22.0,91.90122,26.97794,96.10468,24.15924,7.134321999999969,0.0,0.0,0.0,0.0,0.0,17,3,0.0,7.0,37.0,94.0
11,21029,Jhoan Duran,RP,E pluribus unum magnas bigas,6.0,32.0,26.0,22.65724538343995,16.995264151359525,58.0,0.0,0.0,0.0,0.0,0.0,87.14762,4.000614000000001,28.695,6.496323999999996,6.886709999999999,17,3,129.0,0.0,0.0,0.0
12,15816,Devin Williams,RP,Mudcats,13.0,31.0,18.0,22.344114532522678,16.682133300442253,49.0,0.0,0.0,0.0,0.0,0.0,87.44102000000001,4.825362,29.5988,3.256799199999995,5.24565,17,3,114.0,0.0,0.0,0.0
13,15640,Aaron Judge,OF,The Maddogs 2,46.0,31.0,-15.0,20.29621307334461,13.059489020590535,16.0,103.74659999999999,45.03474,110.918,6.952540000000001,3.272000399999996,0.0,0.0,0.0,0.0,0.0,17,3,0.0,27.1,100.0,2.0
14,14212,Josh Hader,RP,Bearded Villains,22.0,31.0,9.0,22.37672277321838,16.714741541137954,40.0,0.0,0.0,0.0,0.0,0.0,85.94392,3.432698,31.66496,5.388541599999999,3.7573666666666683,17,3,112.0,0.0,0.0,0.0
15,13611,Mookie Betts,2B/SS/OF,The Maddogs 2,54.0,31.0,-23.0,20.272083254299503,13.035359201545427,8.0,113.3068,32.89394,95.405,13.20756,7.819188399999973,0.0,0.0,0.0,0.0,0.0,17,3,0.0,12.4,83.0,92.0
16,17998,Pete Fairbanks,RP,🤡 Clown Team Brohtani 🎌,10.0,31.0,21.0,21.98340962974397,16.321428397663546,52.0,0.0,0.0,0.0,0.0,0.0,80.09374,3.854828,29.772540000000003,5.780315199999995,4.857213333333332,17,3,132.0,0.0,0.0,0.0
17,5361,Freddie Freeman,1B,Steal Your Base,48.0,31.0,-17.0,21.667380878695063,13.106112563271717,14.0,106.454,25.50884,95.98416,14.23688,21.204572800000022,0.0,0.0,0.0,0.0,0.0,17,3,0.0,11.1,73.0,75.0
18,21992,Camilo Doval,RP,E pluribus unum magnas bigas,9.0,31.0,22.0,22.093720721326743,16.43173948924632,53.0,0.0,0.0,0.0,0.0,0.0,79.68584,4.529864,34.18948,-1.7508544000000028,2.423140000000001,17,3,116.0,0.0,0.0,0.0
19,17130,Raisel Iglesias,RP,The Maddogs 2,19.0,30.0,11.0,21.521053745919794,15.859072513839369,41.0,0.0,0.0,0.0,0.0,0.0,74.24734,4.212952,30.75054,5.709419199999997,2.2673100000000006,17,3,96.0,0.0,0.0,0.0
20,20123,Juan Soto,OF,E pluribus unum magnas bigas,53.0,30.0,-23.0,20.149066715654676,12.9123426629006,7.0,108.2776,36.1808,102.02978,10.738380000000001,6.890087800000032,0.0,0.0,0.0,0.0,0.0,17,3,0.0,13.0,86.0,75.0
21,16122,Jordan Romano,RP,Steal Your Base,14.0,29.0,15.0,20.997637215515784,15.335655983435359,44.0,0.0,0.0,0.0,0.0,0.0,73.27458,4.5290680000000005,31.71542,1.5810983999999961,1.3921966666666656,17,3,125.0,0.0,0.0,0.0
22,19556,Yordan Alvarez,OF,E pluribus unum magnas bigas,37.0,29.0,-8.0,19.680194213469775,12.4434701607157,21.0,96.81376,37.91694,109.57739999999998,0.80955388,15.901259399999986,0.0,0.0,0.0,0.0,0.0,17,3,0.0,18.0,99.0,66.0
23,19569,David Bednar,RP,Dirtbags 2022,10.0,29.0,19.0,20.918669891390756,15.256688659310331,48.0,0.0,0.0,0.0,0.0,0.0,77.01595999999999,3.3930059999999997,31.206200000000003,3.1769287999999962,2.4193333333333333,17,3,118.0,0.0,0.0,0.0
24,20373,Andres Munoz,RP,Dirtbags 2022,9.0,29.0,20.0,20.941362878173315,15.27938164609289,49.0,0.0,0.0,0.0,0.0,0.0,82.316,4.411420000000001,25.84724,6.8437352,5.456833333333334,17,3,120.0,0.0,0.0,0.0
25,16252,Trea Turner,SS,🐘 Morton Hears a Boo 👻,52.0,29.0,-23.0,20.94338757726835,12.353215353933367,6.0,97.05503999999999,23.296879999999998,84.0338,27.42082,9.321887800000013,0.0,0.0,0.0,0.0,0.0,17,3,0.0,8.4,51.0,25.0
26,25931,Michael Harris II,OF,🐘 Morton Hears a Boo 👻,20.0,28.0,8.0,19.007651012687113,11.770926959933037,36.0,85.50818000000001,22.07912,81.66884,22.835720000000002,10.083271600000018,0.0,0.0,0.0,0.0,0.0,17,3,0.0,10.0,64.0,54.0
27,18138,Ryan Helsley,RP,🐘 Morton Hears a Boo 👻,7.0,28.0,21.0,20.32972402310168,14.667742791021254,49.0,0.0,0.0,0.0,0.0,0.0,77.82758,4.087058000000001,28.5063,2.7313375999999976,3.4252233333333337,17,3,155.0,0.0,0.0,0.0
28,13649,Clay Holmes,RP,Big Papi memories,9.0,27.0,18.0,19.740834116445065,14.07885288436464,45.0,0.0,0.0,0.0,0.0,0.0,66.95924,4.0728279999999994,31.262700000000002,-1.8392543999999986,1.7126000000000006,17,3,124.0,0.0,0.0,0.0
29,17350,Rafael Devers,3B,Rollie's Fingers 🥸,35.0,27.0,-8.0,18.198702180064082,11.498132796559101,19.0,96.92228,34.398019999999995,103.21217999999999,4.313654,9.32593940000001,0.0,0.0,0.0,0.0,0.0,17,3,0.0,12.0,79.0,45.0
30,17586,Tanner Scott,RP,Steal Your Base,5.0,27.0,22.0,19.85889229005398,14.196911057973555,49.0,0.0,0.0,0.0,0.0,0.0,89.58002,4.564664,27.318099999999998,-0.7532344000000023,3.717486666666666,17,3,124.0,0.0,0.0,0.0
31,13125,Gerrit Cole,SP,🐘 Morton Hears a Boo 👻,47.0,27.0,-20.0,19.0793653766966,14.50943367971608,7.0,0.0,0.0,0.0,0.0,0.0,213.9372,12.86888,0.0,17.232352,2.455090000000004,17,3,121.0,0.0,0.0,0.0
32,14107,Kevin Gausman,SP,Mudcats,24.0,26.0,2.0,18.567728310705032,13.997796613724512,28.0,0.0,0.0,0.0,0.0,0.0,209.18559999999997,12.50218,0.0,12.772156,4.570193333333338,2,4,105.0,0.0,0.0,0.0
33,17734,Evan Phillips,RP,🤡 Clown Team Brohtani 🎌,6.0,26.0,20.0,19.369723484436268,13.707742252355843,46.0,0.0,0.0,0.0,0.0,0.0,70.58932,3.6545099999999997,28.64616,3.2048832000000034,1.654563333333332,2,4,121.0,0.0,0.0,0.0
34,18360,Austin Riley,3B,Black Sox,26.0,26.0,0.0,17.670707447233244,10.970138063728264,26.0,97.95814,36.19024,105.804,2.092028,6.993297200000001,0.0,0.0,0.0,0.0,0.0,2,4,0.0,13.7,89.0,36.0
35,20043,Luis Robert Jr.,OF,The Maddogs 2,34.0,26.0,-8.0,18.238312309541254,11.001588256787178,18.0,84.14146000000001,31.36184,91.61174000000001,18.62246,1.1989585999999974,0.0,0.0,0.0,0.0,0.0,2,4,0.0,15.2,93.0,10.0
36,10310,Zack Wheeler,SP,🐘 Morton Hears a Boo 👻,20.0,25.0,5.0,18.028831630117203,13.458899933136683,30.0,0.0,0.0,0.0,0.0,0.0,190.16979999999998,12.58198,0.0,13.739568000000002,4.237960000000001,2,4,109.0,0.0,0.0,0.0
37,17859,Adbert Alzolay,RP,Steal Your Base,6.0,25.0,19.0,18.980101383785417,13.318120151704992,44.0,0.0,0.0,0.0,0.0,0.0,71.33698,3.599234,28.96296,3.118284799999998,0.18662333333333408,2,4,105.0,0.0,0.0,0.0
38,25436,George Kirby,SP,Big Papi memories,18.0,25.0,7.0,17.753237265612352,13.183305568631832,32.0,0.0,0.0,0.0,0.0,0.0,167.29919999999998,12.05362,0.0,19.193971999999995,3.4901399999999994,2,4,106.0,0.0,0.0,0.0
39,15689,Luis Castillo,SP,Black Sox,26.0,25.0,-1.0,17.525641901476448,12.955710204495928,24.0,0.0,0.0,0.0,0.0,0.0,197.7394,12.33398,0.0,9.793403999999992,4.683876666666666,2,4,96.0,0.0,0.0,0.0
40,3096,Kenley Jansen,RP,Yard Goats,27.0,24.0,-3.0,18.062335543930132,12.400354311849707,21.0,0.0,0.0,0.0,0.0,0.0,68.30892,3.405264,31.4911,-2.0982160000000034,-2.271553333333334,2,4,120.0,0.0,0.0,0.0
41,21132,Alexis Diaz,RP,🐘 Morton Hears a Boo 👻,7.0,24.0,17.0,18.516133426198625,12.8541521941182,41.0,0.0,0.0,0.0,0.0,0.0,80.68656,4.562810000000001,30.73842,-3.682593600000004,-2.16589,2,4,94.0,0.0,0.0,0.0
42,17085,Pablo Lopez,SP,Dirtbags 2022,18.0,24.0,6.0,17.40115595139402,12.8312242544135,30.0,0.0,0.0,0.0,0.0,0.0,201.81459999999998,11.71152,0.0,12.550347999999996,3.3827966666666667,2,4,99.0,0.0,0.0,0.0
43,13774,Zach Eflin,SP,Steal Your Base,11.0,24.0,13.0,17.010780085296787,12.440848388316267,37.0,0.0,0.0,0.0,0.0,0.0,160.3748,11.80776,0.0006304160000000001,17.126907999999997,3.6214633333333337,2,4,98.0,0.0,0.0,0.0
44,26668,Elly De La Cruz,SS/3B,Dirtbags 2022,11.0,23.0,12.0,16.421623148309394,9.721053764804413,35.0,78.16802,21.114600000000003,72.88358,34.0373,-10.678426200000004,0.0,0.0,0.0,0.0,0.0,2,4,0.0,8.1,48.0,23.0
45,19361,Corbin Burnes,SP,Dirtbags 2022,23.0,23.0,0.0,16.851647673941095,12.281715976960575,23.0,0.0,0.0,0.0,0.0,0.0,205.64540000000002,11.436960000000001,0.0,9.394595999999996,3.663313333333332,2,4,127.0,0.0,0.0,0.0
46,13892,Paul Sewald,RP,🐘 Morton Hears a Boo 👻,20.0,23.0,3.0,17.950918202309296,12.288936970228871,26.0,0.0,0.0,0.0,0.0,0.0,74.40104,3.5159620000000005,28.02088,0.8537791999999967,-0.3639566666666667,2,4,136.0,0.0,0.0,0.0
47,19611,Vladimir Guerrero Jr.,1B,Dirtbags 2022,35.0,23.0,-12.0,18.019037667765186,9.45776935234184,11.0,92.24668,32.7716,101.60832,6.016366,9.419567799999982,0.0,0.0,0.0,0.0,0.0,2,4,0.0,10.9,71.0,63.0
48,19612,Bo Bichette,SS,Dirtbags 2022,35.0,23.0,-12.0,18.215766848529228,9.625594625194244,11.0,89.62488,24.02706,87.71128,11.8378,15.177068799999972,0.0,0.0,0.0,0.0,0.0,2,4,0.0,9.4,60.0,72.0
49,19290,Randy Arozarena,OF,Steal Your Base,24.0,23.0,-1.0,17.074120230476563,9.837396177722487,22.0,87.56496,23.23392,82.0953,24.9895,-3.2887980000000425,0.0,0.0,0.0,0.0,0.0,2,4,0.0,12.0,79.0,26.0
50,21780,Esteury Ruiz,OF,🤡 Clown Team Brohtani 🎌,11.0,22.0,11.0,16.385757855052468,9.149033802298392,33.0,58.58018,8.270627999999999,44.35136,50.943380000000005,-7.784615200000005,0.0,0.0,0.0,0.0,0.0,2,4,0.0,2.3,3.0,47.0
51,16149,Aaron Nola,SP,Bearded Villains,25.0,22.0,-3.0,16.246664172122045,11.676732475141526,19.0,0.0,0.0,0.0,0.0,0.0,194.40879999999999,12.27612,0.0,15.686083999999994,-1.8423366666666652,2,4,101.0,0.0,0.0,0.0
52,17295,Framber Valdez,SP,Steal Your Base,14.0,22.0,8.0,16.21697138935629,11.647039692375769,30.0,0.0,0.0,0.0,0.0,0.0,181.3696,13.55326,0.0,-1.4907639999999958,6.958180000000004,2,4,106.0,0.0,0.0,0.0
53,21479,Nico Hoerner,2B/SS,Steal Your Base,7.0,22.0,15.0,17.653967385814948,9.063795162479964,37.0,82.99510000000001,11.01654,65.08027999999999,31.357079999999996,7.927389399999981,0.0,0.0,0.0,0.0,0.0,2,4,0.0,1.8,2.0,99.0
54,11579,Bryce Harper,1B,Yard Goats,34.0,22.0,-12.0,17.971844845148013,9.410576529724667,10.0,92.2899,28.583299999999998,90.57973999999999,12.0384,8.43330259999999,0.0,0.0,0.0,0.0,0.0,2,4,0.0,15.2,93.0,11.0
55,17995,Logan Webb,SP,🐘 Morton Hears a Boo 👻,15.0,22.0,7.0,16.334406165158903,11.764474468178383,29.0,0.0,0.0,0.0,0.0,0.0,169.7412,12.40058,0.0,5.589032000000003,6.313366666666667,2,4,104.0,0.0,0.0,0.0
56,6655,Craig Kimbrel,RP,Black Sox,8.0,21.0,13.0,16.59728087186575,10.935299639785324,34.0,0.0,0.0,0.0,0.0,0.0,78.44739999999999,4.076829999999999,25.47642,-0.6342095999999998,-1.2558433333333325,3,5,125.0,0.0,0.0,0.0
57,22267,Tarik Skubal,SP,The Maddogs 2,17.0,21.0,4.0,15.306318675778845,10.736386978798325,25.0,0.0,0.0,0.0,0.0,0.0,164.0116,9.404148000000001,0.0,12.703439999999997,4.790063333333334,3,5,97.0,0.0,0.0,0.0
58,17780,Jose Alvarado,RP,🤡 Clown Team Brohtani 🎌,5.0,21.0,16.0,16.589695499041277,10.927714266960852,37.0,0.0,0.0,0.0,0.0,0.0,86.3377,3.360094,21.978820000000002,-1.048111200000004,4.0349933333333325,3,5,109.0,0.0,0.0,0.0
59,sa3023345,Yoshinobu Yamamoto,SP,FA,0.0,21.0,21.0,15.432429229818986,10.862497532838466,42.0,0.0,0.0,0.0,0.0,0.0,173.82840000000002,12.511716,0.0,14.811892000000006,-2.0180500000000023,3,5,0.0,0.0,0.0,0.0
60,16556,Ozzie Albies,2B,Rollie's Fingers 🥸,29.0,21.0,-8.0,17.721313510985606,8.923948035004278,13.0,95.98272,27.83352,94.23234,13.43268,4.4087964,0.0,0.0,0.0,0.0,0.0,3,5,0.0,7.8,45.0,74.0
61,14374,Tyler Glasnow,SP,🤡 Clown Team Brohtani 🎌,17.0,21.0,4.0,15.795071345562608,11.225139648582088,25.0,0.0,0.0,0.0,0.0,0.0,172.7418,10.989668,0.0,11.876868000000002,3.225766666666668,3,5,121.0,0.0,0.0,0.0
62,14344,Matt Olson,1B,Rollie's Fingers 🥸,31.0,21.0,-10.0,17.342078547028578,8.780810231605232,11.0,101.7242,40.44628,114.9108,1.161182,-0.3818052000000023,0.0,0.0,0.0,0.0,0.0,3,5,0.0,16.0,96.0,30.0
63,13743,Max Fried,SP,Mudcats,17.0,21.0,4.0,15.688864992527769,11.118933295547249,25.0,0.0,0.0,0.0,0.0,0.0,153.23160000000001,12.79032,0.0,4.491536000000008,6.09307666666667,3,5,96.0,0.0,0.0,0.0
64,18679,Freddy Peralta,SP,Dirtbags 2022,12.0,20.0,8.0,14.888014803154933,10.318083106174413,28.0,0.0,0.0,0.0,0.0,0.0,189.5616,10.7753,0.0,9.140972000000005,0.8792633333333371,3,5,103.0,0.0,0.0,0.0
65,19291,Zac Gallen,SP,E pluribus unum magnas bigas,21.0,20.0,-1.0,15.000855670026887,10.430923973046367,19.0,0.0,0.0,0.0,0.0,0.0,188.44819999999999,12.551179999999999,0.0,5.3213960000000045,0.5924733333333307,3,5,106.0,0.0,0.0,0.0
66,20454,Jazz Chisholm Jr.,OF,E pluribus unum magnas bigas,16.0,20.0,4.0,15.583971305929355,8.34724725317528,24.0,75.42704,24.699379999999998,74.16426,27.55088,-9.708054200000007,0.0,0.0,0.0,0.0,0.0,3,5,0.0,11.0,72.0,4.0
67,11493,Manny Machado,3B,Mudcats,36.0,20.0,-16.0,14.925959496386996,8.225390112882016,4.0,82.45954,29.429840000000002,94.74554,6.369152000000001,1.3490954000000102,0.0,0.0,0.0,0.0,0.0,3,5,0.0,10.5,68.0,59.0
68,13624,Corey Seager,SS,Big Papi memories,36.0,20.0,-16.0,17.066420503532605,8.476248280197622,4.0,90.29998,30.2637,90.95840000000001,2.493576,14.420034799999996,0.0,0.0,0.0,0.0,0.0,3,5,0.0,15.2,93.0,48.0
69,25768,CJ Abrams,SS,Bearded Villains,14.0,19.0,5.0,16.649867416714844,8.059695193379861,24.0,80.62948,15.84854,62.5607,36.91742000000001,-6.452799400000032,0.0,0.0,0.0,0.0,0.0,3,5,0.0,6.9,35.0,67.0
70,20437,Royce Lewis,3B,Yard Goats,13.0,19.0,6.0,14.517279058233413,7.816709674728433,25.0,75.73178,24.29428,80.55642,13.197239999999999,0.9755653999999936,0.0,0.0,0.0,0.0,0.0,3,5,0.0,0.0,0.0,0.0
71,12533,Marcus Semien,2B,🤡 Clown Team Brohtani 🎌,21.0,19.0,-2.0,16.66146901666178,7.864103540680452,17.0,102.86071999999999,27.236340000000002,86.28816,14.60358,-1.206977199999983,0.0,0.0,0.0,0.0,0.0,3,5,0.0,6.4,31.0,90.0
72,12916,Francisco Lindor,SS,Yard Goats,34.0,19.0,-15.0,16.331272271771663,7.74110004843668,4.0,90.59298,26.51468,88.64704,21.15242,-7.501948400000003,0.0,0.0,0.0,0.0,0.0,3,5,0.0,10.4,67.0,64.0
73,20529,Nolan Jones,1B/OF,🤡 Clown Team Brohtani 🎌,11.0,19.0,8.0,15.296407448750811,8.059683395996736,27.0,79.96926,22.89716,80.21315999999999,15.734280000000002,1.9161383999999941,0.0,0.0,0.0,0.0,0.0,3,5,0.0,15.7,94.0,14.0
74,31757,Mason Miller,SP,🤡 Clown Team Brohtani 🎌,7.0,19.0,12.0,14.5206341870086,9.95070249002808,31.0,0.0,0.0,0.0,0.0,0.0,83.05958,2.760482,16.49266,5.19582,3.307623333333333,3,5,125.0,0.0,0.0,0.0
75,26289,Gunnar Henderson,SS/3B,E pluribus unum magnas bigas,15.0,19.0,4.0,14.413791302748203,7.713221919243223,23.0,93.34136,26.049580000000002,82.31626,11.45082,-3.756926600000014,0.0,0.0,0.0,0.0,0.0,3,5,0.0,11.4,76.0,42.0
76,11477,Christian Yelich,OF,🐘 Morton Hears a Boo 👻,22.0,18.0,-4.0,14.758702340005847,7.5219782872517715,14.0,92.86752,18.96706,68.92452,21.40672,-4.319275800000042,0.0,0.0,0.0,0.0,0.0,3,5,0.0,9.2,59.0,40.0
77,22250,Logan Gilbert,SP,Steal Your Base,11.0,18.0,7.0,13.974189565131748,9.404257868151229,25.0,0.0,0.0,0.0,0.0,0.0,176.70059999999998,11.43372,0.0,8.472724000000005,-1.1370433333333323,3,5,106.0,0.0,0.0,0.0
78,20503,William Contreras,C,🤡 Clown Team Brohtani 🎌,12.0,18.0,6.0,11.502031859834013,7.514885400850387,24.0,77.00684,21.46928,74.29108,3.79751,1.547288999999978,0.0,0.0,0.0,0.0,0.0,3,5,0.0,9.1,57.0,35.0
79,12970,Joe Musgrove,SP,Mudcats,20.0,18.0,-2.0,13.777149727380467,9.207218030399947,16.0,0.0,0.0,0.0,0.0,0.0,156.32639999999998,10.522186,0.0,8.719596000000006,1.6402200000000007,3,5,106.0,0.0,0.0,0.0
80,19287,Adolis García,OF,Mudcats,16.0,18.0,2.0,14.525582518746528,7.288858465992453,20.0,88.02652,32.27122,96.44952,13.55174,-13.37655940000002,0.0,0.0,0.0,0.0,0.0,3,5,0.0,16.1,96.0,16.0
81,5417,Jose Altuve,2B,Mudcats,30.0,18.0,-12.0,16.105011740187425,7.307646264206097,6.0,96.53116,23.77988,74.10752,13.61558,4.9525548000000015,0.0,0.0,0.0,0.0,0.0,3,5,0.0,8.3,51.0,84.0
82,15998,Cody Bellinger,1B/OF,The Maddogs 2,15.0,18.0,3.0,14.691402451468527,7.454678398714451,21.0,81.00466,23.34976,81.38878,17.00478,-3.4154612000000384,0.0,0.0,0.0,0.0,0.0,3,5,0.0,6.1,28.0,77.0
83,19950,Andres Gimenez,2B,Steal Your Base,7.0,17.0,10.0,15.956196397962179,7.158830921980851,27.0,77.59524,17.05506,71.09614,26.76564,-0.11269880000000398,0.0,0.0,0.0,0.0,0.0,3,5,0.0,5.5,23.0,48.0
84,11739,J.T. Realmuto,C,The Maddogs 2,19.0,17.0,-2.0,11.080264409960023,7.0931179509763975,15.0,65.06014,18.81284,66.93972,14.191939999999999,-5.717244600000029,0.0,0.0,0.0,0.0,0.0,3,5,0.0,11.2,74.0,43.0
85,19251,Pete Alonso,1B,🤡 Clown Team Brohtani 🎌,29.0,16.0,-13.0,15.23192377628111,6.670655460857764,3.0,90.27014,40.53872,111.2728,3.973994,-10.096405400000009,0.0,0.0,0.0,0.0,0.0,9,6,0.0,14.7,91.0,43.0
86,19953,Josh Lowe,OF,Big Papi memories,10.0,16.0,6.0,13.768205994898638,6.531481942144563,22.0,67.35058000000001,17.20838,69.63516,23.8785,-4.312862400000014,0.0,0.0,0.0,0.0,0.0,9,6,0.0,11.0,72.0,20.0
87,17929,Cedric Mullins,OF,Bearded Villains,22.0,16.0,-6.0,13.804586398214495,6.567862345460419,10.0,72.4719,17.93526,66.11508,26.558159999999997,-8.343213200000008,0.0,0.0,0.0,0.0,0.0,9,6,0.0,6.5,32.0,51.0
88,13543,Blake Snell,SP,Mudcats,26.0,16.0,-10.0,12.74573594951551,8.17580425253499,6.0,0.0,0.0,0.0,0.0,0.0,207.3784,11.726838,0.0,-10.321672000000007,2.4543633333333306,9,6,107.0,0.0,0.0,0.0
89,21390,Joe Ryan,SP,🤡 Clown Team Brohtani 🎌,14.0,16.0,2.0,12.965452516461237,8.395520819480717,18.0,0.0,0.0,0.0,0.0,0.0,180.3772,10.683159999999999,0.0,11.143696000000011,-4.655286666666669,9,6,99.0,0.0,0.0,0.0
90,19326,Bryan Reynolds,OF,Mudcats,14.0,16.0,2.0,14.049144157153671,6.812420104399596,18.0,87.02918,23.86788,83.67952,8.75064,0.8399275999999531,0.0,0.0,0.0,0.0,0.0,9,6,0.0,10.9,71.0,32.0
91,26288,Adley Rutschman,C,Big Papi memories,21.0,16.0,-5.0,10.640645990343737,6.6534995313601115,11.0,81.07122,18.77978,70.09984,2.54593,1.3329057999999918,0.0,0.0,0.0,0.0,0.0,9,6,0.0,7.5,40.0,94.0
92,16997,Gleyber Torres,2B,The Maddogs 2,20.0,15.0,-5.0,15.01240342843169,6.215037952450361,10.0,82.28063999999999,24.23288,81.55332,13.181479999999999,1.5336123999999813,0.0,0.0,0.0,0.0,0.0,9,6,0.0,7.5,40.0,70.0
93,13066,Teoscar Hernandez,OF,Mudcats,18.0,15.0,-3.0,13.578510509774233,6.341786457020158,12.0,75.31624000000001,28.13052,91.90426,7.725072,-3.05952640000001,0.0,0.0,0.0,0.0,0.0,9,6,0.0,13.5,88.0,3.0
94,9777,Nolan Arenado,3B,FA,0.0,15.0,15.0,12.88433623050883,6.183766847003849,30.0,75.75930000000001,26.4621,94.65090000000001,3.791648,-1.0234574000000407,0.0,0.0,0.0,0.0,0.0,9,6,0.0,7.3,39.0,77.0
95,12856,George Springer,OF,Yard Goats,34.0,15.0,-19.0,13.220558454887879,5.9838344021338035,-4.0,84.9462,23.36374,72.9631,13.97984,-5.678501600000033,0.0,0.0,0.0,0.0,0.0,9,6,0.0,7.7,43.0,67.0
96,7304,Salvador Perez,C/1B,🤡 Clown Team Brohtani 🎌,15.0,15.0,0.0,9.992170553281428,6.005024094297802,15.0,63.60188000000001,25.962139999999998,83.08062,0.311118,-4.287285200000014,0.0,0.0,0.0,0.0,0.0,9,6,0.0,8.8,54.0,20.0
97,19470,Tommy Edman,2B/SS/OF,E pluribus unum magnas bigas,15.0,15.0,0.0,13.55397473324948,6.317250680495405,15.0,73.02488,12.32284,57.48067999999999,26.594420000000003,-2.660070599999983,0.0,0.0,0.0,0.0,0.0,9,6,0.0,5.0,18.0,93.0
98,30115,Robert Suarez,RP,The Maddogs 2,3.0,15.0,12.0,13.22537544274727,7.563394210666845,27.0,0.0,0.0,0.0,0.0,0.0,61.40752,3.377818,21.12362,-1.9539456000000044,-1.4369766666666686,9,6,119.0,0.0,0.0,0.0
99,16137,Carlos Rodon,SP,The Maddogs 2,15.0,15.0,0.0,12.278222340690242,7.708290643709722,15.0,0.0,0.0,0.0,0.0,0.0,168.4848,10.445072,0.0,7.424995999999993,-2.9608266666666667,9,6,111.0,0.0,0.0,0.0
100,18568,Luis Arraez,1B/2B,🤡 Clown Team Brohtani 🎌,11.0,14.0,3.0,14.427627965498653,5.866359650075307,17.0,78.0969,8.512308,62.24272,4.285947999999999,28.907331599999964,0.0,0.0,0.0,0.0,0.0,9,6,0.0,3.5,9.0,100.0
101,29695,Matt McLain,2B/SS,🤡 Clown Team Brohtani 🎌,9.0,14.0,5.0,14.112239578077082,5.522067354742099,19.0,81.55409999999999,21.99684,76.76617999999999,18.43284,-5.6649401999999895,0.0,0.0,0.0,0.0,0.0,9,6,0.0,10.8,71.0,35.0
102,12161,Xander Bogaerts,SS,FA,0.0,14.0,14.0,14.240644941642733,5.65047271830775,28.0,82.52812,18.76454,73.82347999999999,11.512758,6.491826799999956,0.0,0.0,0.0,0.0,0.0,9,6,0.0,6.1,28.0,75.0
103,27506,Ha-seong Kim,2B/SS/3B,Dirtbags 2022,4.0,14.0,10.0,12.222390817402255,5.521821433897275,24.0,73.096,15.100380000000001,59.70656,25.48778,-10.666464400000024,0.0,0.0,0.0,0.0,0.0,9,6,0.0,4.2,11.0,91.0
